OrgGroupCodeDesc,ContractNumber1,CentralNameLname1,CentralNameFname,ContractTitle1,CurrentContractStartDate,CurrentContractEndDate,CurrentContractAmount
"3020-Insurance Emergency Management / E911,Insurance",C09-00048,Central Name,Central Name 2,Motorola - Lease Console Emergency Management,2008-12-03 00:00:00,2017-12-03 00:00:00,164530.2800
"1490-Buildings & Grds DPW,Buildings & Grounds",C09-00005,Central Name,Central Name 2,"Encon - HVAC Controller, Maintenance & Repairs Various Buildings",2009-01-01 00:00:00,2013-12-31 00:00:00,235156.7118
"1680-OBS Information Services,Office of Business Services",C09-00013,Central Name,Central Name 2,Ricoh - Lease Copier County Executive (Ricoh MPC5000),2009-01-01 00:00:00,2014-12-31 00:00:00,21039.4001
"6010-DSS Admin DSS,DSS Administration",C09-00199,Central Name,Central Name 2,REVENUE: NYS OCFS - Daycare Registration & Inspection,2009-01-01 00:00:00,2014-12-31 00:00:00,832065.0000
"8020-DSS Services Planning,DSS Services",C09-00174,Central Name,Central Name 2,RUPCO - CDBG Homebuyer Program,2009-02-01 00:00:00,2025-08-18 00:00:00,746000.0376
"3110-Jail Sheriff,Corrections",C09-00282,Central Name,Central Name 2, Correctional Medical - Healthcare Services for Inmates at UCJ,2009-02-01 00:00:00,2015-04-30 00:00:00,16226026.3200
"1420-Central Svc County Attorney,Central Services",C09-00171,Central Name,Central Name 2,Ricoh - Lease Copier Co Attorney (Ricoh MP500SPF),2009-05-01 00:00:00,2015-12-31 00:00:00,17272.0001
"1450-Contracts Elections (Board of),Contract Management",C09-00300,Central Name,Central Name 2,NTS - Polling Locator Website Hosting & Maintenance,2009-06-01 00:00:00,2014-12-31 00:00:00,19541.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",C09-00745,Central Name,Central Name 2,Elevator Maintenance - Shamrock Development Flatbush - Schindler,2009-06-01 00:00:00,2014-08-31 00:00:00,46620.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",C09-00341,Central Name,Central Name 2,Ulster Savings - Lease Office Space Board of Elections,2009-08-14 00:00:00,2014-08-13 00:00:00,160470.0000
"3110-Jail Sheriff,Corrections",C09-00591,Central Name,Central Name 2,REVENUE: ICSolutions - Inmate Phone Equipment Commission,2009-08-19 00:00:00,2019-08-19 00:00:00,1123200.0000
"1410-Central Svc County Clerk,Central Services",C09-00170,Central Name,Central Name 2,Xerox - Lease Copier Co Clerk (Xerox WC4118X),2009-09-01 00:00:00,2014-08-31 00:00:00,2589.0001
"1490-Buildings & Grds DPW,Buildings & Grounds",C09-00331,Central Name,Central Name 2,Heritage Oil - Lease Office Space Family Court 16 Lucas Ave,2009-09-01 00:00:00,2014-08-31 00:00:00,1008000.0000
"6772-DSS Services Office for the Aging,DSS Services",C09-00595,Central Name,Central Name 2,SUNY Ulster - InKind Maintenance - Care-a-Van Nursing Program,2009-09-01 00:00:00,2014-08-31 00:00:00,0.0000
"1680-OBS Information Services,Office of Business Services",C09-00593,Central Name,Central Name 2,ACOM - EZDocs Software Maintenance,2009-09-01 00:00:00,2022-08-31 00:00:00,28923.0000
"4010-Health Adm Health,Health Administration",C10-00014,Central Name,Central Name 2,REVENUE: NYS DOH - Refer & Materials Families/Spec Needs Child,2009-10-01 00:00:00,2014-09-30 00:00:00,122809.0000
"4010-Patient Serv Health,Patient Services",C09-00715,Central Name,Central Name 2,"REVENUE: NYS DOH - Women, Infants and Children Program (WIC)",2009-10-01 00:00:00,2015-09-30 00:00:00,4250825.0000
"3140-Jail Probation,Corrections",C09-00733,Central Name,Central Name 2,Burlington - Ethyl Glucuronide (EtG) Laboratory Testing,2009-11-01 00:00:00,2013-03-31 00:00:00,17500.0000
"1680-OBS Information Services,Office of Business Services",C09-00616,Central Name,Central Name 2,Ricoh - Lease Copier Sheriff Corrections(Ricoh MPC3300 & MP2000),2009-11-01 00:00:00,2015-10-31 00:00:00,19533.6001
"1680-OBS Information Services,Office of Business Services",C10-00281,Central Name,Central Name 2,DocuTrac - Maintenance for QuicDoc Clinical Software (MH & DSS),2009-12-30 00:00:00,2018-04-30 00:00:00,148410.2200
"6010-DSS Admin DSS,DSS Administration",C10-00152,Central Name,Central Name 2,Kingston - CWEP Site Sponsor ,2010-01-01 00:00:00,2017-03-14 00:00:00,0.0000
"1680-OBS Information Services,Office of Business Services",1980-00127,Central Name,Central Name 2,IBM - Support & Maintenance for Equipment located at 25 S. Manor,2010-01-01 00:00:00,2015-01-31 00:00:00,171904.9500
"1410-Central Svc County Clerk,Central Services",C09-00587,Central Name,Central Name 2,Xerox - Lease Copier Co Clerk (Xerox WC7428P),2010-01-01 00:00:00,2014-12-31 00:00:00,18687.6001
"1410-Central Svc County Clerk,Central Services",C09-00588,Central Name,Central Name 2,Xerox - Lease Copier Co Clerk HoR (Xerox 3CQ9201),2010-01-01 00:00:00,2014-12-31 00:00:00,26649.0001
"1410-Central Svc County Clerk,Central Services",C09-00589,Central Name,Central Name 2,Xerox - Lease Copier Co Clerk DMV (Xerox W5632T),2010-01-01 00:00:00,2014-12-31 00:00:00,6741.0001
"1680-OBS Information Services,Office of Business Services",C10-00133,Central Name,Central Name 2,"Software Maintenance, Printing & Database Adm - Voting - NTS",2010-01-01 00:00:00,2014-12-31 00:00:00,235884.7625
"4010-Health Adm Health,Health Administration",C00-00198,Central Name,Central Name 2,HealthAlliance Broadway - Morgue Services for Autopsies ,2010-01-01 00:00:00,2014-12-31 00:00:00,30728.0317
"4010-Health Adm Health,Health Administration",C09-00604,Central Name,Central Name 2,Gridley-Horan Funeral Home - Removal & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,0.0702
"4010-Health Adm Health,Health Administration",C09-00605,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,2709.0702
"4010-Health Adm Health,Health Administration",C09-00607,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,574.0702
"4010-Health Adm Health,Health Administration",C09-00609,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,2437.0702
"4010-Health Adm Health,Health Administration",C09-00610,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,237.0702
"4010-Health Adm Health,Health Administration",C09-00622,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,886.0702
"4010-Health Adm Health,Health Administration",C09-00623,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,313.0702
"4010-Health Adm Health,Health Administration",C09-00624,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,367.0702
"4010-Health Adm Health,Health Administration",C09-00625,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,4024.0702
"4010-Health Adm Health,Health Administration",C09-00626,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,0.0702
"4010-Health Adm Health,Health Administration",C09-00627,Central Name,Central Name 2,Torsone Memorial - Removal & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,684.0702
"4010-Health Adm Health,Health Administration",C09-00628,Central Name,Central Name 2,Loucks - Removal & Transfer of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,0.0702
"4010-Health Adm Health,Health Administration",C09-00629,Central Name,Central Name 2,Lasher - Remove & Transport of Human Remains,2010-01-01 00:00:00,2014-12-31 00:00:00,1390.0702
"4010-Patient Serv Health,Patient Services",C10-00248,Central Name,Central Name 2,Audiological Screenings & Eval for TB Patients - Health Alliance,2010-01-01 00:00:00,2014-12-31 00:00:00,5000.0955
"4010-Patient Serv Health,Patient Services",C10-00293,Central Name,Central Name 2,HealthAlliance Broadway - Rabies Post-Exposure Treatment ,2010-01-01 00:00:00,2014-12-31 00:00:00,256000.0000
"1680-OBS Information Services,Office of Business Services",C09-00735,Central Name,Central Name 2,Software Support & Maint - Lotus Notes OGS,2010-01-01 00:00:00,2017-12-31 00:00:00,545771.5200
"1680-OBS Information Services,Office of Business Services",C10-00114,Central Name,Central Name 2,Corbin-Willits -Software Maintenance & Support MOM Mental Health,2010-01-01 00:00:00,2020-12-31 00:00:00,37841.5600
"6010-DSS Services DSS,DSS Services",C10-00116,Central Name,Central Name 2,McGuinness - Consulting for Software Special Needs of DSS,2010-01-01 00:00:00,2020-12-31 00:00:00,285000.0000
"8020-DSS Services Planning,DSS Services",C10-00085,Central Name,Central Name 2,RUPCO - CDBG Owner-Occupied Housing Rehab,2010-02-01 00:00:00,2016-08-25 00:00:00,396000.0000
"8020-DSS Services Planning,DSS Services",C10-00086,Central Name,Central Name 2,Cornell - CDBG Farm Worker Housing Rehab,2010-02-01 00:00:00,2016-08-25 00:00:00,346500.0000
"1680-OBS Information Services,Office of Business Services",C10-00257,Central Name,Central Name 2,Continuum - Software Support for OnBase,2010-02-01 00:00:00,2022-01-31 00:00:00,504165.2500
"4010-Health Adm Health,Health Administration",C10-00241,Central Name,Central Name 2,Remove & Transfer of Human Remains,2010-03-15 00:00:00,2014-12-31 00:00:00,225.0527
"1410-Central Svc County Clerk,Central Services",C10-00153,Central Name,Central Name 2,Lease and maintenance for copier W5632T,2010-04-01 00:00:00,2015-03-31 00:00:00,5730.0000
"4010-Env Health Health,Environmental Health Services",C10-00573,Central Name,Central Name 2,REVENUE: NYS DOT - Drinking Water Enhancement Program,2010-04-01 00:00:00,2015-03-31 00:00:00,1059357.0000
"1410-Central Svc County Clerk,Central Services",C10-00153A,Central Name,Central Name 2,Xerox - Lease Copier Co Clerk DMV (Xerox W5632T),2010-04-01 00:00:00,2015-03-31 00:00:00,5733.0001
"1680-OBS Information Services,Office of Business Services",C10-00229,Central Name,Central Name 2,SDG - Software ImageMate for Real Property Tax Map Compliance ,2010-04-01 00:00:00,2018-05-31 00:00:00,77000.0000
"6010-DSS Admin DSS,DSS Administration",C10-00193,Central Name,Central Name 2,Shawangunk - CWEP Site Sponsor ,2010-05-01 00:00:00,2017-03-14 00:00:00,0.0000
"6010-DSS Admin DSS,DSS Administration",C10-00189,Central Name,Central Name 2,Hurley - CWEP Site Sponsor,2010-05-01 00:00:00,2017-03-14 00:00:00,0.0000
"6010-DSS Admin DSS,DSS Administration",C10-00194,Central Name,Central Name 2,Ulster - CWEP Site Sponsor ,2010-05-01 00:00:00,2017-03-14 00:00:00,0.0000
"6010-DSS Admin DSS,DSS Administration",C10-00190,Central Name,Central Name 2,Olive - CWEP Site Sponsor ,2010-05-01 00:00:00,2017-03-14 00:00:00,0.0100
"1680-OBS Information Services,Office of Business Services",C10-00237,Central Name,Central Name 2,Ricoh - Lease Copier Sheriff Corrections Intake (Ricoh MP3350SP),2010-05-01 00:00:00,2015-10-31 00:00:00,13193.4001
"1680-OBS Information Services,Office of Business Services",C10-00238,Central Name,Central Name 2,Ricoh - Lease Copier Sheriff URGENT (Ricoh MPC 4000) ,2010-05-01 00:00:00,2015-10-31 00:00:00,15246.0001
"3110-Crim Sheriff,Criminal",C10-00183,Central Name,Central Name 2,Wawarsing - Lease Sheriff's Wawarsing Substation ,2010-05-01 00:00:00,2015-04-30 00:00:00,0.0000
"3140-Jail Probation,Corrections",C10-00160,Central Name,Central Name 2,Low-level Probationer Self-Reporting Services - AnyTransactions,2010-05-03 00:00:00,2015-05-02 00:00:00,15003.0020
"1010-ARP Legislature,ARP",C10-00269,Central Name,Central Name 2,ProAct - Pharmacy Discount Program Services Agreement,2010-06-01 00:00:00,2020-06-01 00:00:00,0.0000
"3110-Sher Admin Sheriff,Sheriff Administration",C10-00299,Central Name,Central Name 2,NYS DCJS - 1033 Federal Excess Property Program,2010-06-01 00:00:00,2025-12-31 00:00:00,0.0000
"1680-OBS Information Services,Office of Business Services",C10-00333,Central Name,Central Name 2,West Publishing - Subscription Legal Research,2010-07-01 00:00:00,2013-12-31 00:00:00,171137.5400
"3140-Jail Probation,Corrections",C10-00468,Central Name,Central Name 2,REVENUE: NYS DOH - Rape Crisis & Sexual Violence Prevention ,2010-07-01 00:00:00,2015-03-31 00:00:00,260764.0000
"4010-Health Adm Health,Health Administration",C10-00224,Central Name,Central Name 2,Provider Consulting - Audit Medical Record Policies & Procedures,2010-07-01 00:00:00,2015-06-30 00:00:00,30000.0226
"1680-OBS Information Services,Office of Business Services",C10-00214,Central Name,Central Name 2,NYCOMCO - Lease Radio Equipment DPW,2010-07-01 00:00:00,2015-06-30 00:00:00,511080.0000
"1490-Highw & Bridges DPW,Highways & Bridges",C09-00722,Central Name,Central Name 2,REVENUE: NYC DEP - Road Maintenance Around NYC Reservoirs,2010-07-01 00:00:00,2016-06-29 00:00:00,1690000.0000
"1680-OBS Information Services,Office of Business Services",C10-00336,Central Name,Central Name 2,REVENUE: NYC DEP - Access to Mobile Data System at Ulster County,2010-07-01 00:00:00,2016-06-30 00:00:00,63417.0000
"1680-OBS Information Services,Office of Business Services",C10-00252,Central Name,Central Name 2,UC BOCES - Technical Education Classes UC Employees,2010-07-01 00:00:00,2016-06-30 00:00:00,88000.0035
"2497-DSS Legal UCCC/SUNYUlster-Capital Projects,Legal",C10-00267,Central Name,Central Name 2,Brinnier & Larios - Design Water Supply Connection UCCC Campus,2010-07-09 00:00:00,2021-05-01 00:00:00,467423.2175
"1680-OBS Information Services,Office of Business Services",C10-00289,Central Name,Central Name 2,AssetWorks - Software & Maintenance AVL Fleet Mgt,2010-07-15 00:00:00,2022-11-30 00:00:00,477691.4000
"3020-Insurance Emergency Management / E911,Insurance",C11-00300,Central Name,Central Name 2,REVENUE: NYS DHSES - FY2010 State Homeland Security Grant,2010-08-01 00:00:00,2014-08-31 00:00:00,391449.0000
"8020-DSS Services Planning,DSS Services",C10-00364,Central Name,Central Name 2,REVENUE: NYS DOT - Kingston Rail Trail PIN #8758.04,2010-08-01 00:00:00,2016-08-01 00:00:00,140000.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B10-65,Central Name,Central Name 2,Automotive Replacement Parts - Catalog Bid,2010-09-01 00:00:00,2014-07-31 00:00:00,0.0000
"4010-Patient Serv Health,Patient Services",C10-00403,Central Name,Central Name 2,Radiological Services for TB Patients - Health Alliance,2010-09-01 00:00:00,2015-08-31 00:00:00,47250.1340
"3110-Sher Admin Sheriff,Sheriff Administration",C10-00402,Central Name,Central Name 2,NYCOMCO - Repair & Maint Multiplexers+ Emerg Mgt,2010-09-01 00:00:00,2021-05-31 00:00:00,47730.0000
"5630-ARP UCAT,ARP",C10-00313-1,Central Name,Central Name 2,Trapeze - Tripspark Fleet Routing & Sch/AVLSoftware Maintenance ,2010-09-03 00:00:00,2018-12-31 00:00:00,26542.0000
"1680-OBS Information Services,Office of Business Services",C10-00313,Central Name,Central Name 2,Trapeze - Tripspark Fleet Routing & Sch/AVLSoftware Maintenance ,2010-09-03 00:00:00,2022-12-31 00:00:00,998433.2742
"1490-Highw & Bridges DPW,Highways & Bridges",C10-00484,Central Name,Central Name 2,REVENUE: Catskill Watershed - Stormwater Retrofit Program,2010-09-29 00:00:00,2012-09-28 00:00:00,220743.3000
"4010-Health Adm Health,Health Administration",C10-00365,Central Name,Central Name 2,US Geological - Operation & Maintenance of Esopus Creek Station,2010-10-01 00:00:00,2015-09-30 00:00:00,39729.0000
"4010-Health Adm Health,Health Administration",C11-00285,Central Name,Central Name 2,REVENUE: NYS DOH - Reduce Elevated Blood Lead Levels in Children,2010-10-01 00:00:00,2015-09-30 00:00:00,355136.0000
"4010-Health Ed Health,Health Education",C11-00008,Central Name,Central Name 2,REVENUE: NYS DOH - Identify & Educate High Lead Level Risk,2010-10-01 00:00:00,2015-03-31 00:00:00,1219628.0000
"3020-Insurance Emergency Management / E911,Insurance",C10-00469,Central Name,Central Name 2,Blue Wing - Emergency Radio Communications Analysis,2010-10-01 00:00:00,2015-12-31 00:00:00,170070.0470
"1680-OBS Information Services,Office of Business Services",C10-00510,Central Name,Central Name 2,American Messaging - County Pager Services ,2010-10-01 00:00:00,2017-09-30 00:00:00,41580.0070
"6010-DSS Admin DSS,DSS Administration",C10-00587,Central Name,Central Name 2,Lloyd - CWEP Site Sponsor,2010-11-01 00:00:00,2017-03-14 00:00:00,0.0000
"4010-Patient Serv Health,Patient Services",C10-00444,Central Name,Central Name 2,Lealand - Lease Office/Clinic Space WIC & STD Clinic,2010-11-01 00:00:00,2016-10-31 00:00:00,207107.0004
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B10-82,Central Name,Central Name 2,Freer - Title Searches,2010-11-15 00:00:00,2014-11-14 00:00:00,18160.0105
"4010-Health Ed Health,Health Education",C10-00582,Central Name,Central Name 2,New Paltz Church of Nazarene - Lease Space for WIC Clinics,2010-12-01 00:00:00,2014-12-31 00:00:00,9000.0000
"4010-Env Health Health,Environmental Health Services",C11-00386,Central Name,Central Name 2,Klein - Hearing Officer - Sanitary Code,2010-12-01 00:00:00,2015-02-28 00:00:00,25000.0050
"3410-STOP DWI Fire Fighting,STOP DWI",C11-00013,Central Name,Central Name 2,Salamander - Maintenance ID Accountability Equipment & Software ,2010-12-01 00:00:00,2015-11-30 00:00:00,12800.0000
"3110-Sher Admin Sheriff,Sheriff Administration",C10-00253,Central Name,Central Name 2,NYCOMCO - Lease of Space on WRWD Tower,2010-12-01 00:00:00,2018-11-30 00:00:00,41184.0000
"3110-Crim Sheriff,Criminal",C10-00242,Central Name,Central Name 2,NYCOMCO - Trunking Network Access & Equipment Maintenance,2010-12-01 00:00:00,2021-05-31 00:00:00,15210.0000
"6010-DSS Services DSS,DSS Services",C11-00257,Central Name,Central Name 2,Consumer Directed Personal Care Services,2011-01-01 00:00:00,2021-12-31 00:00:00,0.0224
"6010-DSS Services DSS,DSS Services",C11-00257A,Central Name,Central Name 2,Unlimited - Personal Care Svcs Consumer Directed (CDPAP),2011-01-01 00:00:00,2021-12-31 00:00:00,0.0224
"6010-DSS Services DSS,DSS Services",C11-00279,Central Name,Central Name 2,Willcare - Personal Care Svcs Consumer Directed (CDPAP),2011-01-01 00:00:00,2021-12-31 00:00:00,0.0257
"6010-DSS Services DSS,DSS Services",C11-00253,Central Name,Central Name 2,Any Time - Personal Care Svcs Consumer Directed (CDPAP),2011-01-01 00:00:00,2021-12-31 00:00:00,0.0334
"3020-Insurance Emergency Management / E911,Insurance",C11-00031,Central Name,Central Name 2,REVENUE: Kingston - Fire Dispatch Services for City of Kingston,2011-01-01 00:00:00,2021-12-31 00:00:00,750000.0000
